wdid,name,wdLabel,gender,dob,dobPrecision,source,pid,position,psid
Q30344625,Adrien Taquet,Adrien Taquet,male,1977-01-03T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107659110,Minister of State for Children and Families,Q30344625-0F4D6493-4419-4568-BD17-F9E9B116A035
Q33230494,Agnès Pannier-Runacher,Agnès Pannier-Runacher,female,1974-06-19T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107659517,Minister Delegate for Industry,Q33230494-E9861A2B-95EE-487F-944D-CEF8369FB045
Q33280111,Alain Griset,Alain Griset,male,1953-05-30T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107659379,Minister Delegate for Small and Medium-sized Enterprises,Q33280111-D69B1D78-2C42-491E-9359-3411782BF207
Q30379410,Amélie de Montchalin,Amélie de Montchalin,female,1985-06-19T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q56880877,Minister of Public Sector Transformation and the Civil Service,Q30379410-df635714-480a-be5a-d6ce-1bec31ad7d0b
Q2851582,Annick Girardin,Annick Girardin,female,1964-08-03T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q3251873,Minister of Marine Affairs,Q2851582-906c8c01-4400-7e45-cfd2-37df64dbf7df
Q117402,Barbara Pompili,Barbara Pompili,female,1975-06-13T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q29962937,Minister for the Ecological Transition,Q117402-2685115d-45ba-d5c2-938a-86100d926a97
Q2925411,Brigitte Bourguignon,Brigitte Bourguignon,female,1959-03-21T00:00:00Z,11,,Q97015808,Minister Delegate for Personal Independence,Q2925411-ca88b53b-4ac3-bd9c-f51e-0ff8deccabe4
Q63764562,Brigitte Klinkert,Brigitte Klinkert,female,1956-07-22T00:00:00Z,11,,Q97015780,Minister Delegate for Integration,Q63764562-b1d6826f-40c2-a878-e11e-e7c36511a55c
Q993472,Bruno Le Maire,Bruno Le Maire,male,1969-04-15T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q20202948,"Minister of the Economy, Finance and the Recovery",Q993472-21d7b7a7-42e1-ce47-a710-fa4fbfaf5186
Q30339386,Bérangère Abba,Bérangère Abba,female,1976-10-22T00:00:00Z,11,,Q97705623,Minister of State for Biodiversity,Q30339386-a590e642-4639-00a7-f43f-dd918aa7798e
Q1726930,Christophe Castaner,Christophe Castaner,male,1966-01-03T00:00:00Z,11,,Q29963198,Secretary of State for Parliamentary Affairs,Q1726930-30a88f3a-47ff-11d0-eee8-193e963b1dce
Q33172434,Clément Beaune,Clément Beaune,male,1981-08-14T00:00:00Z,11,,Q87717124,"Minister of State for Tourism, French Nationals Abroad and Francophonie",Q33172434-9c90f522-4ece-a35e-cad6-e109072551ae
Q33103571,Cédric O,Cédric O,male,1982-12-18T00:00:00Z,11,,Q16260691,Secretary of State for Digital Affairs,Q33103571-15f45da6-4322-cd47-237e-5bcc271067ad
Q64373817,Elisabeth Moreno,Elisabeth Moreno,female,1970-09-20T00:00:00Z,11,,Q107659591,"Minister Delegate for Gender Equality, Diversity and Equal Opportunities",Q64373817-6d0e5b3c-40e6-368c-be2a-da7cb83b2671
Q33142338,Emmanuelle Wargon,Emmanuelle Wargon,female,1971-02-24T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107659549,Minister Delegate for Housing,Q33142338-EF9D71EA-46F8-480B-B77B-FC43F7EFAF6A
Q3074013,Florence Parly,Florence Parly,female,1963-05-08T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q15215099,Minister for the Armed Forces,Q3074013-7978958a-4931-b18c-785f-bddee6bc5247
Q64463,Franck Riester,Franck Riester,male,1974-01-03T00:00:00Z,11,,Q97061396,French Minister of Foreign Trade,Q64463-af58e993-498d-47ce-51fc-43bb4dc94e44
Q28950190,Frédérique Vidal,Frédérique Vidal,female,1964-05-09T00:00:00Z,11,,Q29968038,"Minister of Higher Education, Research and Innovation",Q28950190-9164b7ce-4654-612b-50d6-cd9c7ad40a22
Q30339350,Gabriel Attal,Gabriel Attal,male,1989-03-16T00:00:00Z,11,,Q105513466,Government Spokesperson,Q30339350-762a597e-4e15-4f68-2992-85e6ecd7fc96
Q3100615,Geneviève Darrieussecq,Geneviève Darrieussecq,female,1956-03-04T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107659387,Minister Delegate for Remembrance and Veterans,Q3100615-D9D39D59-5792-46F6-B3E4-468F42C4EB2E
Q3123610,Gérald Darmanin,Gérald Darmanin,male,1982-10-11T00:00:00Z,11,,Q20203006,Minister of the Interior,Q3123610-585be64b-49d4-df2b-7fad-dce5d91aa1f8
Q3157735,Jacqueline Gourault,Jacqueline Gourault,female,1950-11-20T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q29962874,Minister for Territorial Cohesion and Relations with Local Government,Q3157735-eaee4610-427d-5d17-c8bf-b0872f278177
Q3171170,Jean Castex,Jean Castex,male,1965-06-25T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q1587677,Prime Minister,Q3171170-c68a7de2-45f1-3764-ccb3-104038881722
Q18202528,Jean-Baptiste Lemoyne,Jean-Baptiste Lemoyne,male,1977-09-15T00:00:00Z,11,,Q87717124,"Minister of State for Tourism, French Nationals Abroad and Francophonie",Q18202528-fa0a622e-4cf1-d788-7cea-287d6bc44e74
Q3167954,Jean-Michel Blanquer,Jean-Michel Blanquer,male,1964-12-04T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q16059954,"Minister of National Education, Youth and Sport",Q3167954-15e6bb04-4fa3-62ff-3ea4-e4397fa098df
Q559040,Jean-Yves Le Drian,Jean-Yves Le Drian,male,1947-06-30T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q29962890,Minister for Europe and Foreign Affairs,Q559040-6b685015-4301-4416-a347-e1b77897941c
Q637002,Joël Giraud,Joël Giraud,male,1959-10-14T00:00:00Z,11,,Q107233130,Minister of State for Rural Affairs,Q637002-b1247a04-4788-6bd8-cd41-c6313de1b125
Q30459912,Julien Denormandie,Julien Denormandie,male,1980-08-14T00:00:00Z,11,,Q61649628,Minister of Agriculture and Food,Q30459912-4f7c2b94-43f4-be7e-d9d3-f6feeff62f75
Q30385534,Laurent Pietraszewski,Laurent Pietraszewski,male,1966-11-19T00:00:00Z,11,,Q78976751,Minister of State for Pensions and Occupational Health,Q30385534-248f79b8-487a-e8cf-b54b-00ce36996221
Q6755549,Marc Fesneau,Marc Fesneau,male,1971-01-11T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q29963198,Minister Delegate for Relations with Parliament and Citizen Participation,Q6755549-C8DAC5B6-1D39-40DF-8297-B3E238830D72
Q20807844,Marlène Schiappa,Marlène Schiappa,female,1982-11-18T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107659645,Minister Delegate for Citizenship,Q20807844-D24B38CD-DC7B-4682-A4FF-3A34A01BD45A
Q30343155,Nadia Hai,Nadia Hai,female,1980-03-08T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q21113166,Minister Delegate for Urban Affairs,Q30343155-7353F527-C27E-402A-9789-FD31194B0E01
Q30511578,Nathalie Elimas,Nathalie Elimas,female,1973-06-05T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107658969,Minister of State for Priority Education Policy,Q30511578-562DCFC4-D728-423C-B944-026F321E7E03
Q30349408,Olivia Grégoire,Olivia Grégoire,female,1978-09-30T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107658936,"Minister of State for the Social, Inclusive and Responsible Economy",Q30349408-AA7E26F9-B383-499E-B049-BF6CED9A8567
Q2020823,Olivier Dussopt,Olivier Dussopt,male,1978-08-16T00:00:00Z,11,,Q107659488,Minister Delegate for Public Accounts,Q2020823-cde4bb03-4fc1-46a4-74dd-c8b59c0cd42e
Q3332699,Olivier Véran,Olivier Véran,male,1980-04-22T00:00:00Z,11,,Q107658508,Minister for Solidarity and Health,Q3332699-279a316a-4bbb-9d37-8d7a-b7b8264fda5a
Q436173,Roselyne Bachelot,Roselyne Bachelot,female,1946-12-24T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q12436652,Minister of Culture,Q436173-98342a2c-4f48-c5b2-fbca-a1f0b80e0504
Q446170,Roxana Maracineanu,Roxana Maracineanu,female,1975-05-07T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q107659360,Minister Delegate for Sport,Q446170-D0BEDBD3-93D4-4FD4-B99D-B180D77585F0
Q30343245,Sarah El Haïry,Sarah El Haïry,female,1989-03-16T00:00:00Z,11,,Q107658956,Minister of State for Youth and Engagement,Q30343245-c75f1534-4f76-3b0b-edee-66d4f27e62ea
Q3490886,Sophie Cluzel,Sophie Cluzel,female,1961-01-07T00:00:00Z,11,,Q29963253,Minister of State for Disabled People,Q3490886-e02f1449-4235-97da-b791-42ebbc7d2910
Q20089181,Sébastien Lecornu,Sébastien Lecornu,male,1986-06-11T00:00:00Z,11,,Q29963125,Minister for Overseas France,Q20089181-4eb6002d-4a1f-8597-ca1a-6eb04822453f
Q20020731,Élisabeth Borne,Élisabeth Borne,female,1961-04-18T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q105445328,"Minister of Labour, Employment and Economic Inclusion",Q20020731-2ebd3ce0-4be7-fd83-1a8e-c57005955614
Q3591105,Éric Dupond-Moretti,Éric Dupond-Moretti,male,1961-04-20T00:00:00Z,11,https://www.gouvernement.fr/en/composition-of-the-government,Q17553783,"Keeper of the Seals, Minister of Justice",Q3591105-a6902102-4c62-8497-33c4-874b46c67362
